gene,seqname,Single_copy.Broc_Anan_Tilla.,Low_copy.Broc_Anan_Tilla.,High_copy.Broc_Anan_Tilla.,Diff_expressed_CAMC3,pos_selection_CAM_shifts,gene_families_CAMC3,Angiosperm_gene,CAM-related_Acomosus_Ming2015,stomata_func,aquaporin_reg,draught_res,markers,anthocyanin_SI_Ananas,circadian_metabolism_Wai2017,malateTransferase_Assimilation_Carbohydrates,fllavonoid_anthocyanin_Pitcairnia_PS,pos_sel_portullugo,glucogenesis_glycolysis,circadian_clock,type,average_exon_size,nr_exons_per_gene,total_exonic_size,min_exon_size
Aco011817,LG08,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,290.25,4,1161,55
Aco011837,LG08,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,250.75,12,3009,60
Aco011838,LG08,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,286.4,5,1432,189
Aco011860,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,429.75,4,1719,194
Aco011881,LG03,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,612.5,6,3675,161
Aco011886,LG03,no,no,yes,NA,yes,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,240.75,16,3852,56
Aco011896,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,417.6666667,3,1253,259
Aco011903,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_Reveille1,331.5714286,7,2321,61
Aco011912,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,369.3333333,3,1108,200
Aco011916,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_HexoseTransporter_MSSP-like_transporter,620.5,6,3723,120
Aco011917,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,283.2,5,1416,166
Aco011930,LG03,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max protein argonaute 1-like (LOC100778754)_ mRNA,,,NA,162.4782609,23,3737,31
Aco011960,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,159.4545455,11,1754,39
Aco011969,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,665,2,1330,558
Aco011974,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,780,3,2340,425
Aco011976,LG03,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,440.4,5,2202,84
Aco011977,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,199.5714286,7,1397,112
Aco011978,LG03,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,485,2,970,213
Aco011994,LG03,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,248.625,8,1989,99
Aco012009,LG03,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,617,1,617,617
Aco012014,LG03,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,361.25,4,1445,140
Aco012041,LG03,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,411,4,1644,159
Aco012049,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,594,4,2376,65
Aco012057,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,608,5,3040,217
Aco012085,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1152,2,2304,1055
Aco012095,LG02,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,1322,1,1322,1322
Aco012114,LG02,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,146.2307692,13,1901,70
Aco012160,LG02,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,244,3,732,80
Aco012179,LG02,no,yes,no,NA,NA,NA,6649,,,,,,,,,NA,NA,,,NA,121.1666667,6,727,6
Aco012217,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,443.8571429,7,3107,139
Aco012218,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,442,5,2210,190
Aco012234,LG02,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,265.8666667,15,3988,56
Aco012256,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,302.25,8,2418,116
Aco012270,LG01,no,yes,no,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#MB_XDH,335.875,16,5374,31
Aco012284,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,102.25,4,409,71
Aco012292,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,415.75,4,1663,119
Aco012294,LG01,yes,no,no,NA,NA,NA,5280,,,,,,,,,NA,NA,,,NA,178.1818182,11,1960,23
Aco012308,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,380.4,5,1902,149
Aco012311,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,311.5,4,1246,138
Aco012319,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1004,2,2008,957
Aco012352,LG01,yes,no,no,NA,NA,NA,6559,,,,,,,,,NA,NA,,,NA,201,7,1407,76
Aco012380,LG01,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max protein argonaute 1-like (LOC100778754)_ mRNA,,,NA,1093.333333,3,3280,438
Aco012389,LG01,yes,no,no,NA,NA,NA,7367,,,,,,,,,NA,NA,,,NA,148.5,4,594,89
Aco012398,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,575.25,4,2301,133
Aco012400,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,381.25,8,3050,76
Aco012404,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1370,1,1370,1370
Aco012412,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,136.625,8,1093,9
Aco012435,LG01,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,208.5,10,2085,94
Aco012441,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,444.75,4,1779,144
Aco012460,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,698.3333333,3,2095,484
Aco012463,LG13,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,181.5294118,17,3086,68
Aco012466,LG13,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,221.3333333,6,1328,27
Aco012471,LG13,no,no,yes,NA,NA,NA,NA,,,,,,,,,ALB_F_leucoanthocyanidin dioxygenase,NA,yes,,11_Glycolysis_night_C4_malate_pathway,423.6666667,3,1271,330
Aco012481,LG13,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,283.8571429,7,1987,55
Aco012483,LG13,yes,no,no,NA,NA,NA,5894,,,,,,,,,NA,NA,,,NA,175.8333333,6,1055,20
Aco012488,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,338.5,6,2031,126
Aco012491,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,225.6666667,6,1354,162
Aco012511,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1514,1,1514,1514
Aco012530,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1197.666667,3,3593,615
Aco012547,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_chalcone isomerase,NA,,,NA,210,4,840,83
Aco012577,LG13,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,315.5,2,631,22
Aco012622,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,253.6,5,1268,135
Aco012641,LG13,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,446,2,892,4
Aco012644,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,290.8333333,6,1745,163
Aco012651,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,578.5,2,1157,364
Aco012700,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1937,1,1937,1937
Aco012704,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1229,1,1229,1229
Aco012715,LG05,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,303.75,8,2430,65
Aco012740,LG05,no,yes,no,NA,NA,NA,6544,,,,,,,,,NA,NA,,,NA,201.1764706,17,3420,68
Aco012743,LG05,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max uridine-cytidine kinase C-like (LOC100781286)_ mRNA,,,NA,175.6153846,13,2283,3
Aco012745,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_L_flavonoid glucosyl-transferase,NA,,,NA,596.6666667,3,1790,257
Aco012760,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2651,1,2651,2651
Aco012767,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum ATPase family AAA domain-containing protein 3C (LOC102578202)_ mRNA,,,NA,267.125,8,2137,90
Aco012772,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_F_isoflavone reductase,NA,yes,,10_Glucogenesis_specific_dayC3,193.25,12,2319,41
Aco012775,LG05,yes,no,no,NA,NA,NA,6139,,,,,,,,,NA,NA,,,NA,292.5,6,1755,131
Aco012776,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,505,4,2020,202
Aco012793,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,689,2,1378,139
Aco012797,LG05,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,333.3333333,3,1000,183
Aco012808,LG03,yes,no,no,NA,NA,NA,6387,,,,,,,,,NA,NA,,,NA,1088,1,1088,1088
Aco012817,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,762.3333333,3,2287,261
Aco012825,LG03,NA,NA,NA,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,348,3,1044,222
Aco012837,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Glycine max seed maturation protein PM37 (PM37)_ mRNA,,,NA,236.5,8,1892,133
Aco012850,LG03,yes,no,no,NA,NA,NA,5536,,,,,,,,,NA,NA,,,NA,150.1666667,6,901,57
Aco012862,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,455.8,5,2279,182
Aco012869,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,371.6666667,6,2230,44
Aco012915,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,154.1428571,14,2158,59
Aco012924,LG03,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,255.5,6,1533,127
Aco012927,LG03,NA,NA,NA,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,329,1,329,329
Aco012941,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max cullin-associated NEDD8-dissociated protein 1 (LOC100816200)_ mRNA,,,NA,147.7666667,30,4433,50
Aco012946,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,165.6363636,11,1822,55
Aco012988,LG25,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,244.6428571,14,3425,56
Aco012992,LG25,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,250.8,10,2508,85
Aco013001,LG25,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max protein argonaute 1-like (LOC100778754)_ mRNA,,,NA,156,22,3432,31
Aco013003,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1838,1,1838,1838
Aco013014,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1103,1,1103,1103
Aco013015,LG25,yes,no,no,NA,NA,NA,5702,,,,,,,,,NA,NA,,,NA,169.8,10,1698,63
Aco013023,LG25,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,556.2,5,2781,71
Aco013026,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,777.5,2,1555,753
Aco013034,LG25,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,283.125,8,2265,60
Aco013037,LG25,yes,no,no,NA,NA,NA,6848,,,,,,,,,NA,NA,,,NA,161.6666667,6,970,62
Aco013038,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,658.6666667,3,1976,197
Aco013074,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1505,1,1505,1505
Aco013080,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1340,1,1340,1340
Aco013083,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1442,1,1442,1442
Aco013096,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,687.5,2,1375,389
Aco013100,LG25,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,115.4545455,11,1270,33
Aco013121,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1325,2,2650,1148
Aco013126,LG25,yes,no,no,NA,NA,NA,5960,,,,,,,,,NA,NA,,,NA,200,8,1600,69
Aco013128,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,480.3333333,3,1441,302
Aco013134,LG25,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,646.6666667,3,1940,422
Aco013158,LG24,yes,no,no,NA,NA,NA,5123,,,,,,,,,NA,NA,,,NA,178.1111111,9,1603,60
Aco013178,LG24,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,204.3333333,3,613,86
Aco013202,LG24,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,113.1578947,19,2150,44
Aco013204,LG24,NA,NA,NA,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,197,1,197,197
Aco013205,LG24,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,249.5,4,998,26
Aco013210,LG24,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,276,12,3312,29
Aco013213,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,662.5,2,1325,402
Aco013214,LG24,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,2792,1,2792,2792
Aco013224,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,469.4,5,2347,175
Aco013227,LG24,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,734,1,734,734
Aco013253,LG24,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,719.3333333,3,2158,186
Aco013267,LG24,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum protein HUA ENHANCER 2-like (LOC102587942)_ transcript variant X3_ mRNA,,,NA,266.2666667,15,3994,104
Aco013270,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,558.3333333,3,1675,275
Aco013283,LG24,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,155.3333333,9,1398,13
Aco013293,LG24,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,282,5,1410,61
Aco013305,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,350,5,1750,114
Aco013309,LG24,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,106,3,318,77
Aco013351,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,293.125,8,2345,111
Aco013353,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1916,1,1916,1916
Aco013355,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,371.3333333,3,1114,149
Aco013390,LG15,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,197,3,591,100
Aco013412,LG15,no,no,yes,yes,NA,NA,NA,,,,,,,yes,,NA,PREDICTED: Glycine max histidine kinase 2-like (LOC100781655)_ transcript variant X3_ mRNA,,,00_#W_StomatalMovement_Histidine_Kinase_HK5,312.4545455,11,3437,51
Aco013414,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,709.25,4,2837,128
Aco013421,LG15,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_ResponseRegulator2,390.1428571,7,2731,76
Aco013473,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_leucoanthocyanidin reductase,NA,,,NA,213.2,5,1066,140
Aco013474,LG15,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,813.3333333,3,2440,192
Aco013489,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,510.6666667,3,1532,241
Aco013510,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,408.5,4,1634,119
Aco013517,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,133.9090909,11,1473,37
Aco013524,LG20,no,yes,no,NA,NA,NA,5454,,,,,,,,,NA,NA,,,NA,110.0833333,24,2642,35
Aco013533,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,972,3,2916,541
Aco013536,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,948,3,2844,871
Aco013538,LG20,yes,no,no,NA,NA,NA,4806,,,,,,,,,NA,NA,,,NA,198.3333333,6,1190,59
Aco013550,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,404,4,1616,303
Aco013584,LG20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,141.5,6,849,41
Aco013587,LG20,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,173,10,1730,56
Aco013594,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,155.2,10,1552,68
Aco013623,LG13,yes,no,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,417.6666667,3,1253,224
Aco013628,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,655.5,2,1311,263
Aco013633,LG13,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris glucose-1-phosphate adenylyltransferase large subunit 3_ chloroplastic/amyloplastic (LOC104883901)_ transcript variant X1_ mRNA,yes,,10_Glucogenesis_specific_dayC3,96.71428571,14,1354,55
Aco013637,LG13,no,yes,no,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#MB_PhyA,974.75,4,3899,290
Aco013642,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1142,2,2284,236
Aco013643,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_TF_PIF3,302.8,10,3028,48
Aco013654,LG13,no,yes,no,NA,NA,NA,6036,,,,,,,,,NA,PREDICTED: Solanum tuberosum guanine nucleotide-binding protein-like NSN1 (LOC102593978)_ mRNA,,,NA,199.8181818,11,2198,41
Aco013659,LG13,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,682,3,2046,247
Aco013678,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1514,1,1514,1514
Aco013680,LG13,yes,no,no,NA,NA,NA,6295,,,,,,,,,NA,NA,,,NA,588.3333333,3,1765,93
Aco013682,LG13,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max nuclear export mediator factor NEMF-like (LOC100803745)_ transcript variant X3_ mRNA,,,NA,263.7857143,14,3693,81
Aco013691,LG13,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,523,3,1569,388
Aco013692,LG13,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,873.5,2,1747,623
Aco013695,LG13,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,941,2,1882,771
Aco013717,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2141,1,2141,2141
Aco013718,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,396.3333333,3,1189,219
Aco013719,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,696.5,2,1393,254
Aco013720,LG13,yes,no,no,NA,NA,NA,6198,,,,,,,,,NA,NA,,,NA,109.9090909,11,1209,24
Aco013735,LG13,no,yes,no,NA,NA,NA,4757,,,,,,,,,NA,NA,,,NA,203.5,6,1221,103
Aco013744,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,390,3,1170,30
Aco013769,LG24,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,138.3,10,1383,45
Aco013776,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,288.375,8,2307,135
Aco013825,LG24,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Oryza sativa Japonica Group homeobox-leucine zipper protein ROC7 (LOC4344614)_ mRNA,,,NA,428.1111111,9,3853,101
Aco013826,LG08,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,452.4,5,2262,45
Aco013898,LG08,yes,no,no,NA,NA,NA,6496,,,,,,,,,NA,NA,,,NA,162.7,10,1627,48
Aco013901,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,228.8333333,6,1373,178
Aco013935,LG03,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,Beta vulgaris subsp. vulgaris malate dehydrogenase_ cytoplasmic (LOC104887939)_ mRNA,,,00_##19_Malate_dehydrogenase,219.5714286,7,1537,111
Aco013938,LG03,NA,NA,NA,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_##14_Phosphoenolpyruvate_carboxylase_kinase,434,3,1302,367
Aco013950,LG03,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,585,5,2925,78
Aco013951,LG03,no,yes,no,NA,NA,NA,5936,,,,,,,,,NA,NA,,,NA,191.3333333,21,4018,45
Aco013954,LG03,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,324.75,4,1299,140
Aco013958,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,280.6666667,6,1684,101
Aco013959,LG03,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,450,4,1800,239
Aco013965,LG03,no,no,yes,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1032.5,2,2065,446
Aco013974,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,347,4,1388,45
Aco013975,LG03,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,200.1111111,9,1801,61
Aco013992,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,673.3333333,3,2020,495
Aco014001,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,320.4,5,1602,179
Aco014023,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,649,3,1947,446
Aco014027,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,240.1,10,2401,116
Aco014051,LG03,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Solanum tuberosum heat shock cognate protein 80-like (LOC102600008)_ mRNA,,,NA,326.0625,16,5217,17
Aco014055,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,03_VATPase,179.3333333,18,3228,44
Aco014058,LG03,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,222.5,2,445,65
Aco014061,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_F_anthocyanidin synthase,NA,,,NA,408.1428571,7,2857,224
Aco014063,LG03,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,299,2,598,260
Aco014077,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,411.3333333,3,1234,243
Aco014086,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,368.25,4,1473,204
Aco014118,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1353.5,2,2707,791
Aco014120,LG13,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,272,1,272,272
Aco014214,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1622,1,1622,1622
Aco014228,LG13,yes,no,no,NA,NA,NA,6570,,,,,,,,,NA,NA,,,NA,219.2,5,1096,127
Aco014232,LG13,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,ALB_L_chalcone isomerase,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,269,4,1076,158
